Title,Type_ID,Genre_ID,Year,IMDB_Score,Netflix_Original,Main_Genre,Mapped_Genre_ID,Mapped_Type_ID
"""The Haunted House: The Secret of the Cave""",movie,"Adventure, Animation, Comedy",2019,4.7,False,Adventure,8,0.0
"""The Great Battle""",movie,Comedy,2018,7.3,False,Comedy,23,0.0
"""Luciano Mellera: Infantiloide""",movie,"Drama, History",2018,6.1,False,Drama,35,0.0
"""Swiped""",movie,Comedy,2018,6.6,False,Comedy,23,0.0
"""Lost""",movie,Comedy,2019,5.6,False,Comedy,23,0.0
"""An Anthology of Fellings""",movie,Drama,2018,7.1,False,Drama,35,0.0
"""Downton Abbey""",movie,Drama,2020,6.6,False,Drama,35,0.0
"""An Unexpected Love""",movie,"Crime, Drama, Horror",2018,6.5,False,Crime,29,0.0
"""My Masterpiece""",movie,"Comedy, Fantasy, Horror",2018,5.6,False,Comedy,23,0.0
"""Red Sea 4K""",movie,"Horror, Mystery, Thriller",2018,5.6,False,Horror,50,0.0
"""Brian Banks""",movie,Thriller,2018,6.7,False,Thriller,103,0.0
"""Secrets in the Hot Spring""",movie,Comedy,2017,4.9,False,Comedy,23,0.0
"""Distinction""",movie,Comedy,2018,2.4,False,Comedy,23,0.0
"""Hello Carbot the Movie: The Cretaceous Period""",movie,Comedy,2018,5.4,False,Comedy,23,0.0
"""Godzilla: The Planet Eater""",movie,"Crime, Drama, Thriller",2018,6.8,False,Crime,29,0.0
"""April, May and June""",movie,Documentary,2018,6.6,False,Documentary,34,0.0
"""Hypnotic""",movie,"Comedy, Drama, Romance",2018,6.1,False,Comedy,23,0.0
"""M3GAN""",movie,"Musical, Romance",2019,6.5,False,Musical,61,0.0
"""Rompis""",movie,"Drama, History, Romance",2018,6.3,False,Drama,35,0.0
"""Queen & Slim""",movie,"Drama, Romance, Thriller",2020,6.3,False,Drama,35,0.0
"""Cats""",movie,"Crime, Drama, Thriller",2019,3.4,False,Crime,29,0.0
"""Restaurant from the Sky""",movie,"Comedy, Fantasy, Romance",2018,6.0,False,Comedy,23,0.0
"""tick, tick... BOOM!""",movie,"Action, Adventure, Comedy",2017,4.3,False,Action,1,0.0
"""Hope Gap""",movie,"Drama, Horror, Thriller",2018,3.1,False,Drama,35,0.0
"""Duran Duran: There's Something You Should Know""",movie,"Action, Crime, Thriller",2020,6.8,False,Action,1,0.0
"""Rampant""",movie,"Action, Adventure, Comedy",2022,7.8,False,Action,1,0.0
"""Home Games""",movie,Documentary,2018,7.5,False,Documentary,34,0.0
"""A Land Imagined""",movie,"Action, Adventure, Animation",2018,6.7,False,Action,1,0.0
"""Every Day a Good Day""",movie,"Action, Comedy",2018,6.1,False,Action,1,0.0
"""High Flash""",movie,"Comedy, Drama, Romance",2019,6.1,False,Comedy,23,0.0
"""Can You Keep a Secret?""",movie,"Action, Crime, Drama",2019,6.7,False,Action,1,0.0
"""Stolen Identity""",movie,"Adventure, Comedy, Drama",2018,6.3,False,Adventure,8,0.0
"""Yara""",movie,"Comedy, Drama",2018,7.5,False,Comedy,23,0.0
"""Those Who Work""",movie,"Action, Adventure, Comedy",2019,4.0,False,Action,1,0.0
"""They'll Love Me When I'm Dead""",movie,"Drama, Horror, Mystery",2020,6.7,False,Drama,35,0.0
"""Hello Mr. Billionaire""",movie,"Action, Adventure, Drama",2018,6.5,False,Action,1,0.0
"""Love Between Teachers and Students""",movie,Horror,2018,4.4,False,Horror,50,0.0
"""On My Skin: The Last Seven Days of Stefano Cucchi""",movie,"Comedy, Sport",2008,5.1,False,Comedy,23,0.0
"""First Kiss""",movie,Drama,2018,6.9,False,Drama,35,0.0
"""Povestea unui pierde-vara""",movie,Drama,2018,5.4,False,Drama,35,0.0
"""Demetri Martin: The Overthinker""",movie,"Comedy, Crime, Drama",2019,7.9,False,Comedy,23,0.0
"""Pulang""",movie,"Documentary, Sport",2018,6.9,False,Documentary,34,0.0
"""Si Doel: The Movie""",movie,"Comedy, Crime, Drama",2019,5.7,False,Comedy,23,0.0
"""Arrivederci Saigon""",movie,"Comedy, Drama",2018,6.3,False,Comedy,23,0.0
"""The After Party""",movie,Comedy,2018,4.4,False,Comedy,23,0.0
"""We'll Be Young and Beautiful""",movie,"Comedy, Drama",2018,5.2,False,Comedy,23,0.0
"""El Pepe: A Supreme Life""",movie,"Drama, Horror, Music",2019,5.2,False,Drama,35,0.0
"""Coco y Raulito: Carrusel de ternura""",movie,"Drama, Romance",2019,6.1,False,Drama,35,0.0
"""aKasha""",movie,"Comedy, Drama, Mystery",2018,6.1,False,Comedy,23,0.0
"""Regresa El Cepa""",movie,"Action, Thriller",2020,6.7,False,Action,1,0.0
"""Manta Ray""",movie,"Adventure, Drama, Fantasy",2019,5.5,False,Adventure,8,0.0
"""Soni""",movie,Documentary,2018,7.6,False,Documentary,34,0.0
"""The Day I Lost My Shadow""",movie,Drama,2016,6.6,False,Drama,35,0.0
"""Tel Aviv on Fire""",movie,Drama,2018,7.3,False,Drama,35,0.0
"""Waiting for Spring""",movie,"Comedy, Drama, Romance",2019,6.1,False,Comedy,23,0.0
"""Krepujace zdjecia z rodzinnego albumu, czyli zniszczona watroba i zlamane serce""",movie,"Comedy, Romance",2018,6.0,False,Comedy,23,0.0
"""Joy""",movie,"Drama, Romance",2018,6.9,False,Drama,35,0.0
"""Long Live Brij Mohan""",movie,"Documentary, Music",1971,6.4,False,Documentary,34,0.0
"""Fantasy Island""",movie,"Drama, Mystery, Thriller",2018,6.1,False,Drama,35,0.0
"""Zola""",movie,"Horror, Mystery, Sci-Fi",2019,6.2,False,Horror,50,0.0
"""Riding High""",movie,"Drama, Mystery, Romance",2018,7.0,False,Drama,35,0.0
"""DC League of Super-Pets""",movie,Action,2018,6.5,False,Action,1,0.0
"""The Grizzlies""",movie,"Drama, Thriller",2018,4.4,False,Drama,35,0.0
"""Kung paano hinihintay ang dapithapon""",movie,"Biography, Drama",2020,6.4,False,Biography,16,0.0
"""Pan de salawal""",movie,"Comedy, Drama",2018,6.4,False,Comedy,23,0.0
"""Ava""",movie,Drama,2018,5.5,False,Drama,35,0.0
"""Freaks""",movie,"Comedy, Drama",2018,6.5,False,Comedy,23,0.0
"""City Hunter: Shinjuku Private Eyes""",movie,"Fantasy, Horror",2019,5.0,False,Fantasy,40,0.0
"""#Female Pleasure""",movie,"Comedy, Romance",2018,6.7,False,Comedy,23,0.0
"""The Five""",movie,"Comedy, Romance",2018,6.1,False,Comedy,23,0.0
"""On the Run""",movie,Drama,2018,6.4,False,Drama,35,0.0
"""App War""",movie,"Comedy, Drama, Fantasy",2019,6.5,False,Comedy,23,0.0
"""Vlad the Impaler""",movie,Horror,2006,5.1,False,Horror,50,0.0
"""The Last Runway""",movie,"Drama, Horror, Mystery",2019,6.2,False,Drama,35,0.0
"""Hustlers""",movie,"Drama, Fantasy, Thriller",2018,7.1,False,Drama,35,0.0
"""Aura""",movie,Comedy,2018,6.4,False,Comedy,23,0.0
"""The Good Nurse""",movie,Comedy,2018,5.1,False,Comedy,23,0.0
"""Easy Lessons""",movie,"Drama, Mystery, Romance",2020,5.5,False,Drama,35,0.0
"""Kajillionaire""",movie,"Action, Crime, Mystery",2018,6.1,False,Action,1,0.0
"""Cities of Last Things""",movie,"Documentary, History, News",2018,6.4,False,Documentary,34,0.0
"""Signal Rock""",movie,Comedy,2018,5.8,False,Comedy,23,0.0
"""Unli Life""",movie,"Action, Drama, Fantasy",2019,5.4,False,Action,1,0.0
"""Measure for Measure""",movie,"Action, Adventure, Family",2019,6.6,False,Action,1,0.0
"""The Man Who Feels No Pain""",movie,Documentary,2018,7.1,False,Documentary,34,0.0
"""Passing""",movie,"Comedy, Drama, Romance",2018,5.9,False,Comedy,23,0.0
"""O Candidato Honesto 2""",movie,Romance,2018,5.7,False,Romance,73,0.0
"""70X7: Sewentig Maal Sewe""",movie,"Action, Drama, Horror",2018,5.3,False,Action,1,0.0
"""The Stone Speakers""",movie,"Adventure, Animation, Comedy",2021,7.2,False,Adventure,8,0.0
"""One Piece - Episode of East Blue: Luffy and His Four Friends' Great Adventure""",movie,"Comedy, Crime",2018,5.3,False,Comedy,23,0.0
"""My Name is Gulpilil""",movie,"Drama, Romance",2020,6.5,False,Drama,35,0.0
"""Cowboy's Heart""",movie,Comedy,2018,7.2,False,Comedy,23,0.0
"""Our Departures""",movie,"Drama, Short",1953,7.3,False,Drama,35,0.0
"""A House of Happiness""",movie,"Comedy, Documentary",2018,7.3,False,Comedy,23,0.0
"""Sons of Adam""",movie,Comedy,2018,6.6,False,Comedy,23,0.0
"""Laces""",movie,Drama,1921,5.7,False,Drama,35,0.0
"""Gretel & Hansel""",movie,Drama,1939,4.9,False,Drama,35,0.0
"""Sew the Winter to My Skin""",movie,"Drama, Fantasy",2018,5.7,False,Drama,35,0.0
"""The (Silent) War""",movie,Drama,2018,7.4,False,Drama,35,0.0
"""Yoo Byungjae: Discomfort Zone""",movie,Family,2019,5.6,False,Family,37,0.0
"""Bert Kreischer: Secret Time""",movie,"Comedy, Drama",2018,6.6,False,Comedy,23,0.0
"""Last Letter""",movie,"Documentary, History, Short",2018,6.1,False,Documentary,34,0.0
"""The Negotiation""",movie,Drama,2018,7.9,False,Drama,35,0.0
"""Twin Murders: The Silence of the White City""",movie,"Drama, Romance",2018,6.8,False,Drama,35,0.0
"""The Endless Trench""",movie,"Comedy, Drama",2018,7.1,False,Comedy,23,0.0
"""A Remarkable Tale""",movie,"Crime, Drama, Thriller",2019,6.1,False,Crime,29,0.0
"""Global Family""",movie,"Action, Drama, History",2022,5.9,False,Action,1,0.0
"""The Biggest Little Farm""",movie,"Drama, Fantasy, Horror",2018,5.5,False,Drama,35,0.0
"""Evolution 4K""",movie,"Biography, Comedy, Drama",2019,7.6,False,Biography,16,0.0
"""The Perfect Date""",movie,"Comedy, Drama",2017,6.8,False,Comedy,23,0.0
"""Bulbul Can Sing""",movie,"Adventure, Documentary",2018,6.6,False,Adventure,8,0.0
"""They Shall Not Grow Old""",movie,Drama,2020,5.7,False,Drama,35,0.0
"""Weapon of Choice""",movie,"Comedy, Music",2018,4.6,False,Comedy,23,0.0
"""The Hows of Us""",movie,"Horror, Mystery, Thriller",2018,5.2,False,Horror,50,0.0
"""High Society""",movie,"Comedy, Drama",2018,5.4,False,Comedy,23,0.0
"""The Crossing""",movie,"Comedy, Horror, Thriller",2020,6.3,False,Comedy,23,0.0
"""Lionheart""",movie,"Musical, Romance",2023,5.7,False,Musical,61,0.0
"""Belmonte""",movie,"Horror, Mystery, Thriller",2019,3.5,False,Horror,50,0.0
"""Peppa Pig: Festival of Fun""",movie,Drama,2018,6.1,False,Drama,35,0.0
"""Coconut the Little Dragon 2: Into the Jungle""",movie,"Adventure, Animation, Comedy",2018,5.0,False,Adventure,8,0.0
"""Looking for love""",movie,Documentary,2018,6.5,False,Documentary,34,0.0
"""Feng Shui""",movie,"Biography, Drama, History",2019,7.6,False,Biography,16,0.0
"""D.L. Hughley: Contrarian""",movie,"Biography, Drama, Music",2018,5.2,False,Biography,16,0.0
"""Just a Gigolo""",movie,"Biography, Drama",2020,6.2,False,Biography,16,0.0
"""Socrates""",movie,"Comedy, Drama",2018,5.7,False,Comedy,23,0.0
"""Tigertail""",movie,"Comedy, Drama",2018,7.2,False,Comedy,23,0.0
"""The Clovehitch Killer""",movie,Documentary,2018,7.8,False,Documentary,34,0.0
"""Hantu Kak Limah""",movie,Comedy,2018,6.1,False,Comedy,23,0.0
"""Munafik 2""",movie,Action,2019,5.6,False,Action,1,0.0
"""Dark Figure of Crime""",movie,Drama,2019,6.9,False,Drama,35,0.0
"""Metti una notte""",movie,"Comedy, Musical, Romance",2020,5.2,False,Comedy,23,0.0
"""Les déguns""",movie,"Action, Thriller",2023,5.6,False,Action,1,0.0
"""Ano ko no, Toriko""",movie,Drama,2019,6.4,False,Drama,35,0.0
"""Miss Baek""",movie,Horror,2018,5.2,False,Horror,50,0.0
"""Notes for a Heist Film""",movie,"Comedy, Romance",2018,5.6,False,Comedy,23,0.0
"""Baboya""",movie,"Adventure, Animation, Comedy",2018,5.5,False,Adventure,8,0.0
"""Doris""",movie,"Comedy, Drama, Romance",2018,6.3,False,Comedy,23,0.0
"""99 Songs""",movie,Comedy,2019,5.4,False,Comedy,23,0.0
"""The Butler""",movie,"Drama, Family",2018,5.7,False,Drama,35,0.0
"""The Nest""",movie,"Drama, Romance",2017,6.6,False,Drama,35,0.0
"""Bundy and the Green River Killer""",movie,Comedy,2019,6.8,False,Comedy,23,0.0
"""Po cem muzi touzí""",movie,Documentary,2018,7.3,False,Documentary,34,0.0
"""Back to Q82""",movie,"Drama, Mystery, Thriller",2019,6.9,False,Drama,35,0.0
"""Proigrannoe mesto""",movie,"Biography, Crime, Documentary",2018,6.9,False,Biography,16,0.0
"""Extraction""",movie,"Comedy, Drama, Romance",2021,6.4,False,Comedy,23,0.0
"""Everything Everywhere All at Once""",movie,"Action, Crime, Drama",2020,6.0,False,Action,1,0.0
"""Reversing Roe""",movie,"Family, Music, Romance",2019,4.7,False,Family,37,0.0
"""One Piece: Episode of Skypiea""",movie,"Action, Animation, Drama",2018,6.1,False,Action,1,0.0
"""Face Off: Imperfect Trio""",movie,"Drama, Romance",2019,5.9,False,Drama,35,0.0
"""Single Street""",movie,"Crime, Documentary, Music",2019,7.0,False,Crime,29,0.0
"""Baantjer het begin""",movie,"Biography, Documentary",2019,7.0,False,Biography,16,0.0
"""Belok Kanan Barcelona""",movie,"Documentary, Music",2019,7.2,False,Documentary,34,0.0
"""The Secret of Happiness""",movie,Documentary,2018,6.5,False,Documentary,34,0.0
"""The Rookies""",movie,"Biography, Documentary",2018,7.1,False,Biography,16,0.0
"""Run""",movie,"Documentary, Drama",2019,7.3,False,Documentary,34,0.0
"""Paskal""",movie,"Comedy, Romance",2018,4.3,False,Comedy,23,0.0
"""23:59: The Haunting Hour""",movie,"Drama, Thriller, Western",2018,6.3,False,Drama,35,0.0
"""Gara-Gara Bola""",movie,Comedy,2018,6.6,False,Comedy,23,0.0
"""Cold November""",movie,"Action, Adventure, Animation",2019,6.8,False,Action,1,0.0
"""A Decent Man""",movie,"Action, Adventure, Animation",2019,7.5,False,Action,1,0.0
"""Knives Out""",movie,"Drama, History",2018,6.7,False,Drama,35,0.0
"""In Search of Greatness""",movie,Documentary,2018,7.1,False,Documentary,34,0.0
"""Nailed""",movie,"Comedy, Crime, Drama",2018,6.9,False,Comedy,23,0.0
"""100 Things""",movie,Drama,2021,6.7,False,Drama,35,0.0
"""Non è vero ma ci credo""",movie,Documentary,2017,5.3,False,Documentary,34,0.0
"""De inspirator""",movie,Drama,2018,6.4,False,Drama,35,0.0
"""We Summon the Darkness""",movie,"Comedy, Drama",2020,7.2,False,Comedy,23,0.0
"""Snow Flower""",movie,Drama,2018,7.0,False,Drama,35,0.0
"""Maggie""",movie,Documentary,2014,6.9,False,Documentary,34,0.0
"""The Old Guard""",movie,Comedy,2018,4.5,False,Comedy,23,0.0
"""The Shamer's Daughter 2: The Serpent Gift""",movie,"Comedy, Drama",2019,5.7,False,Comedy,23,0.0
"""2,215""",movie,"Comedy, Romance",2019,4.7,False,Comedy,23,0.0
"""While Aya Was Sleeping""",movie,Comedy,2018,4.3,False,Comedy,23,0.0
"""Clergy""",movie,"Comedy, Drama",2019,4.5,False,Comedy,23,0.0
"""Sweetheart""",movie,Drama,2018,5.2,False,Drama,35,0.0
"""Juliusz""",movie,Comedy,2019,5.3,False,Comedy,23,0.0
"""Dear Nathan Hello Salma""",movie,"Drama, Musical, War",2018,7.5,False,Drama,35,0.0
"""Stamping Ground""",movie,"Action, History, War",2019,6.7,False,Action,1,0.0
"""Level 16""",movie,"Adventure, Comedy, Drama",2019,6.3,False,Adventure,8,0.0
"""Color Out of Space""",movie,Drama,2019,5.6,False,Drama,35,0.0
"""I Am Jonas""",movie,"Comedy, Sport",2018,6.2,False,Comedy,23,0.0
"""The Scoundrels""",movie,"Action, Comedy, Crime",2018,6.6,False,Action,1,0.0
"""River Runs Red""",movie,"Drama, Mystery, Thriller",2018,3.3,False,Drama,35,0.0
"""Percy Vs Goliath""",movie,"Documentary, Music",2018,6.6,False,Documentary,34,0.0
"""7 uczuc""",movie,"Horror, Thriller",2018,4.3,False,Horror,50,0.0
"""Outsider""",movie,"Comedy, Drama, Family",2023,7.3,False,Comedy,23,0.0
"""A Cat with a Dog""",movie,"Drama, Thriller",2018,6.6,False,Drama,35,0.0
"""Hell Girl""",movie,"Adventure, Animation, Drama",2022,7.6,False,Adventure,8,0.0
"""The Hopeful Romantic""",movie,"Animation, Family",2018,7.2,False,Animation,12,0.0
"""O Homem Perfeito""",movie,Comedy,2019,4.5,False,Comedy,23,0.0
"""Playing Hard""",movie,Documentary,2018,7.1,False,Documentary,34,0.0
"""Last Christmas""",movie,"Drama, Thriller",2016,6.1,False,Drama,35,0.0
"""The Empty Chair""",movie,Comedy,2019,3.8,False,Comedy,23,0.0
"""Synchronic""",movie,"Comedy, Sci-Fi",2018,6.0,False,Comedy,23,0.0
"""Homestay""",movie,Comedy,2019,4.3,False,Comedy,23,0.0
"""Rafinha Bastos: Ultimato""",movie,"Drama, Fantasy, Romance",2018,5.7,False,Drama,35,0.0
"""Edmilson Filho: Notas, uma Comédia de Relacionamentos""",movie,"Comedy, Crime, Drama",2018,6.0,False,Comedy,23,0.0
"""Fatale""",movie,"Adventure, Drama, Family",2019,5.5,False,Adventure,8,0.0
"""The Villagers""",movie,Drama,2018,6.9,False,Drama,35,0.0
"""Two Catalonias""",movie,"Drama, Horror, Mystery",2020,4.7,False,Drama,35,0.0
"""Travel Mates 2""",movie,"History, Horror, Mystery",2018,4.2,False,History,48,0.0
"""Tokyo Ghoul: 'S'""",movie,"Crime, Horror, Mystery",2019,6.3,False,Crime,29,0.0
"""The Club of Ugly Children""",movie,"Comedy, Drama, Romance",2020,6.7,False,Comedy,23,0.0
"""Waiting for Barcelona""",movie,"Drama, Fantasy, Romance",2022,6.7,False,Drama,35,0.0
"""Christmas Wonderland""",movie,"Action, Adventure, Comedy",2018,7.0,False,Action,1,0.0
"""Christmas Made to Order""",movie,"Comedy, Drama, Family",2018,6.1,False,Comedy,23,0.0
"""The Pool""",movie,"Drama, History, Thriller",2020,7.7,False,Drama,35,0.0
"""Wish Dragon""",movie,Drama,2018,6.9,False,Drama,35,0.0
"""Strangeways Here We Come""",movie,"Action, Crime, Mystery",2018,6.0,False,Action,1,0.0
"""The Secret: Dare to Dream""",movie,"Comedy, Drama",2017,5.3,False,Comedy,23,0.0
"""Joe Rogan: Strange Times""",movie,Comedy,2018,7.4,False,Comedy,23,0.0
"""Att döda ett barn""",movie,"Action, Comedy, Crime",2021,5.8,False,Action,1,0.0
"""Mo Amer: The Vagabond""",movie,"Comedy, Drama",2020,5.0,False,Comedy,23,0.0
"""Ron White: If You Quit Listening, I'll Shut Up""",movie,"Biography, Documentary, Drama",2013,6.2,False,Biography,16,0.0
"""Vallfarten till Kevlaar""",movie,"Action, Crime, Thriller",2018,5.7,False,Action,1,0.0
"""Midnattssolens son""",movie,Action,2018,5.4,False,Action,1,0.0
"""Three Husbands""",movie,Drama,2018,6.0,False,Drama,35,0.0
"""Turminha Paraíso""",movie,"Action, Crime, Thriller",2018,3.9,False,Action,1,0.0
"""The Wall""",movie,"Biography, Drama, History",2018,6.3,False,Biography,16,0.0
"""Windstorm 4: Ari's Arrival""",movie,Drama,2018,7.6,False,Drama,35,0.0
"""Sodium Day""",movie,Comedy,2018,7.3,False,Comedy,23,0.0
"""Notes from Dunblane: Lesson from a School Shooting""",movie,Comedy,2019,6.3,False,Comedy,23,0.0
"""27 Steps of May""",movie,"Drama, Musical",2023,6.8,False,Drama,35,0.0
"""Ave Maryam""",movie,"Action, Drama",2018,5.5,False,Action,1,0.0
"""DTC -Yukemuri Junjou Hen- from HiGH & LOW""",movie,"Drama, Romance",2018,5.8,False,Drama,35,0.0
"""Black Widow""",movie,Drama,1948,5.8,False,Drama,35,0.0
"""Medieval""",movie,"Adventure, Documentary",2018,7.6,False,Adventure,8,0.0
"""Suzzanna: Buried Alive""",movie,"Animation, Fantasy",2018,5.3,False,Animation,12,0.0
"""The Two Popes""",movie,"Adventure, Sci-Fi, Thriller",2021,5.7,False,Adventure,8,0.0
"""Mencari Rahmat""",movie,Drama,2018,7.7,False,Drama,35,0.0
"""The Yukon Assignment""",movie,"Action, Adventure, Crime",2018,3.0,False,Action,1,0.0
"""The Exocet""",movie,"Comedy, Drama, Music",2019,7.0,False,Comedy,23,0.0
"""Anything for a Pop Star""",movie,"Adventure, Drama, Fantasy",2021,6.6,False,Adventure,8,0.0
"""Asih""",movie,"Comedy, Romance",2018,6.1,False,Comedy,23,0.0
"""Happy Together""",movie,Drama,2020,7.2,False,Drama,35,0.0
"""Freaky""",movie,"Adventure, Animation, Comedy",2020,6.4,False,Adventure,8,0.0
"""Praise This""",movie,"Adventure, Animation, Comedy",2020,6.3,False,Adventure,8,0.0
"""Black Christmas""",movie,"Adventure, Animation, Comedy",2022,6.5,False,Adventure,8,0.0
"""For the Broken Hearted""",movie,"Action, Adventure, Sci-Fi",2020,4.8,False,Action,1,0.0
"""Mighty Pups""",movie,"Comedy, Romance",1951,5.5,False,Comedy,23,0.0
"""Baikonur. Earth""",movie,"Crime, Mystery, Thriller",2019,4.7,False,Crime,29,0.0
"""Dark Waters""",movie,Drama,2018,6.0,False,Drama,35,0.0
"""El Potro: Unstoppable""",movie,"Action, Crime, Mystery",2020,6.0,False,Action,1,0.0
"""Joe Bell""",movie,"Drama, Horror, Mystery",2019,4.7,False,Drama,35,0.0
"""Micin Generation""",movie,"Action, Comedy, Fantasy",2019,6.9,False,Action,1,0.0
"""Kesempatan Kedu(d)a""",movie,"Fantasy, Horror, Thriller",2018,4.9,False,Fantasy,40,0.0
"""Salam - The First ****** Nobel Laureate""",movie,Adventure,1953,5.4,False,Adventure,8,0.0
"""Crazy Wedding""",movie,Drama,2018,8.3,False,Drama,35,0.0
"""Prince of Legend""",movie,Family,2017,3.4,False,Family,37,0.0
"""The Best of the Wiggles""",movie,"Documentary, Short",2018,5.8,False,Documentary,34,0.0
"""Whistleblower""",movie,"Comedy, Drama, Family",2018,4.2,False,Comedy,23,0.0
"""Wotakoi: Love Is Hard for Otaku""",movie,Comedy,2018,7.6,False,Comedy,23,0.0
"""The Mother""",movie,"Action, Crime, Drama",2018,5.9,False,Action,1,0.0
"""The Island of Cats""",movie,"Documentary, Music",2018,6.9,False,Documentary,34,0.0
"""The Rope Curse""",movie,"Adventure, Family, Fantasy",2019,6.3,False,Adventure,8,0.0
"""Planeta Singli 2""",movie,"Drama, Romance",2019,5.9,False,Drama,35,0.0
"""Super Monsters Save Halloween""",movie,"Comedy, Drama, Romance",2023,5.2,False,Comedy,23,0.0
"""Nyitva""",movie,"Comedy, Drama, Romance",2018,7.1,False,Comedy,23,0.0
"""100% Coco New York""",movie,"Adventure, Comedy",2019,7.1,False,Adventure,8,0.0
"""Wild and Free""",movie,Documentary,2017,7.7,False,Documentary,34,0.0
"""Dubai My Love""",movie,Comedy,2018,3.0,False,Comedy,23,0.0
"""So What Is Love""",movie,"Adventure, Comedy, Family",2019,6.4,False,Adventure,8,0.0
"""Great Barrier Reef""",movie,Drama,2018,5.7,False,Drama,35,0.0
"""Game Over""",movie,"Action, Drama, Thriller",2020,6.1,False,Action,1,0.0
"""ReMastered: Who Shot the Sheriff?""",movie,Drama,2017,6.1,False,Drama,35,0.0
"""Queen Bees""",movie,"Biography, Documentary",2017,6.7,False,Biography,16,0.0
"""Honest Thief""",movie,Drama,2018,7.3,False,Drama,35,0.0
"""DJ Cinderella""",movie,"Documentary, Music",2018,8.5,False,Documentary,34,0.0
"""Mobile Suit Gundam: NT - Narrative""",movie,"Adventure, Animation, Family",2017,7.0,False,Adventure,8,0.0
"""Ai Uta: Yakusoku no Nakuhito""",movie,Comedy,2018,4.5,False,Comedy,23,0.0
"""ReMastered: The Miami Showband Massacre""",movie,"Drama, Thriller",2018,5.8,False,Drama,35,0.0
"""ReMastered: Devil at the Crossroads""",movie,"Drama, Mystery, Thriller",2018,5.4,False,Drama,35,0.0
"""ReMastered: The Two Killings of Sam Cooke""",movie,"Adventure, Animation, Comedy",2018,5.6,False,Adventure,8,0.0
"""ReMastered: Who Killed Jam Master Jay?""",movie,"Drama, Mystery, Thriller",2019,6.1,False,Drama,35,0.0
"""ReMastered: Tricky Dick and the Man in Black""",movie,Comedy,2018,4.5,False,Comedy,23,0.0
"""ReMastered: Massacre at the Stadium""",movie,Comedy,2018,6.3,False,Comedy,23,0.0
"""Mi pequeño gran hombre""",movie,Comedy,2018,6.5,False,Comedy,23,0.0
"""Sonora, the Devil's Highway""",movie,"Action, Adventure, Drama",1971,5.9,False,Action,1,0.0
"""Perfect Strangers""",movie,Drama,1973,6.0,False,Drama,35,0.0
"""Is It Wrong to Try to Pick Up Girls in a Dungeon - Arrow of the Orion""",movie,"Comedy, Drama, History",2019,6.9,False,Comedy,23,0.0
"""Saga of Tanya the Evil - The Movie""",movie,"Action, Comedy",2018,6.9,False,Action,1,0.0
"""Default""",movie,"Biography, Documentary",2018,7.9,False,Biography,16,0.0
"""Derren Brown: Sacrifice""",movie,"Action, Thriller",2018,5.5,False,Action,1,0.0
"""A Cool Fish""",movie,Comedy,2018,6.7,False,Comedy,23,0.0
"""The Lost Daughter""",movie,Documentary,2011,7.7,False,Documentary,34,0.0
"""Post Truth Times""",movie,Documentary,2019,7.3,False,Documentary,34,0.0
"""Nakorn-Sawan""",movie,"Drama, Romance",2019,5.9,False,Drama,35,0.0
"""Limbo""",movie,"Comedy, Drama, Romance",2020,6.1,False,Comedy,23,0.0
"""Sub-zero Wind""",movie,Horror,2018,5.2,False,Horror,50,0.0
"""In the Tracks of Alexandre Desplat""",movie,Comedy,2018,3.4,False,Comedy,23,0.0
"""#LadyRancho""",movie,Documentary,2019,7.4,False,Documentary,34,0.0
"""This Is Tomas""",movie,"Action, Adventure, Sci-Fi",2023,5.9,False,Action,1,0.0
"""For Better, for Worse""",movie,Comedy,2018,6.2,False,Comedy,23,0.0
"""Loca Por El Trabajo""",movie,"Biography, Drama, Music",2021,6.3,False,Biography,16,0.0
"""Un Papá Pirata""",movie,Comedy,2018,6.1,False,Comedy,23,0.0
"""Cigüeñas""",movie,Comedy,2018,6.6,False,Comedy,23,0.0
"""Mirreyes contra Godínez""",movie,"Drama, Family",2018,7.7,False,Drama,35,0.0
"""Swing Kids""",movie,"Documentary, History",2019,7.3,False,Documentary,34,0.0
"""Kingdom""",movie,"Biography, Documentary, History",2019,7.0,False,Biography,16,0.0
"""Fly Me to the Saitama""",movie,"Action, Crime",1989,5.4,False,Action,1,0.0
"""Endings, Beginnings""",movie,"Adventure, Comedy",1981,3.9,False,Adventure,8,0.0
"""Yo, Potro""",movie,Thriller,2020,7.0,False,Thriller,103,0.0
"""Unstoppable""",movie,"Comedy, Drama",2018,7.0,False,Comedy,23,0.0
"""8 Remains""",movie,Comedy,2018,6.8,False,Comedy,23,0.0
"""While You Live, Shine""",movie,Western,2018,3.5,False,Western,111,0.0
"""Killer Under the Bed""",movie,Documentary,2018,7.7,False,Documentary,34,0.0
"""Are You There God? It's Me, Margaret.""",movie,Comedy,2018,6.5,False,Comedy,23,0.0
"""The Invisible Witness""",movie,"Comedy, Crime, Drama",2018,6.5,False,Comedy,23,0.0
"""Guillermo del Toro's Pinocchio""",movie,"Action, Adventure, Animation",2019,6.7,False,Action,1,0.0
"""Pat a Mat: Zimní radovánky""",movie,Comedy,2018,4.4,False,Comedy,23,0.0
"""Bajo el mismo techo""",movie,"Animation, Comedy, Family",2018,5.2,False,Animation,12,0.0
